"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.57615287324631,0.971,0.089,0,"Monocytes","PLXDC2"
0,5.69432351300748,0.918,0.046,0,"Monocytes","CSF3R"
0,5.54099919114466,0.959,0.093,0,"Monocytes","VCAN"
0,4.74779325081379,0.91,0.069,0,"Monocytes","LRMDA"
0,4.0579503178581,0.977,0.162,0,"Monocytes","FCN1"
0,4.22875186328377,0.915,0.114,0,"Monocytes","GAB2"
0,3.92402638229759,0.847,0.074,0,"Monocytes","SLC8A1"
0,3.4652473812847,0.889,0.127,0,"Monocytes","TBXAS1"
0,4.54123121698361,0.819,0.057,0,"Monocytes","TNFAIP2"
0,4.72232015977887,0.814,0.065,0,"Monocytes","RBM47"
0,2.42177458763503,0.944,0.196,0,"Monocytes","LYN"
0,4.24113935216965,0.803,0.059,0,"Monocytes","IRAK3"
0,3.38503144135629,0.905,0.168,0,"Monocytes","PTPRE"
0,4.72544914637392,0.804,0.071,0,"Monocytes","PLAUR"
0,4.23896619789063,0.799,0.067,0,"Monocytes","DMXL2"
0,3.70071934546942,0.814,0.087,0,"Monocytes","MCTP1"
0,2.72006299176475,0.955,0.247,0,"Monocytes","ZEB2"
0,4.22962298624687,0.778,0.071,0,"Monocytes","CD14"
0,4.86327630366438,0.755,0.048,0,"Monocytes","SLC11A1"
0,2.93484566313074,0.872,0.169,0,"Monocytes","TYMP"
0,3.11009492617029,0.802,0.114,0,"Monocytes","FAM49A"
0,4.00099683146976,0.753,0.065,0,"Monocytes","CLEC7A"
0,3.28127481309879,0.83,0.144,0,"Monocytes","MNDA"
0,3.15039124689859,0.904,0.221,0,"Monocytes","PLCB1"
0,3.77834172356071,0.773,0.09,0,"Monocytes","SULF2"
0,2.45850343380249,0.897,0.216,0,"Monocytes","CD83"
0,3.64872757358591,0.978,0.311,0,"Monocytes","NAMPT"
0,3.78606600378624,0.752,0.086,0,"Monocytes","KYNU"
0,3.9902574448495,0.759,0.095,0,"Monocytes","ACSL1"
0,3.42648034094711,0.747,0.083,0,"Monocytes","HCK"
0,4.90145783257103,0.708,0.048,0,"Monocytes","CD36"
0,4.95621773269433,0.707,0.047,0,"Monocytes","IL1B"
0,2.58766902094355,0.806,0.15,0,"Monocytes","IFI30"
0,1.97342736660499,0.893,0.238,0,"Monocytes","CST3"
0,3.56893903598685,0.75,0.099,0,"Monocytes","AP003086.1"
0,3.53445565300827,0.74,0.093,0,"Monocytes","CYBB"
0,3.51118398411968,0.73,0.093,0,"Monocytes","MPEG1"
0,2.96835868076598,0.772,0.136,0,"Monocytes","GRN"
0,3.85707371890297,0.707,0.073,0,"Monocytes","RAB31"
0,2.13492346783813,0.861,0.231,0,"Monocytes","TYROBP"
0,2.61876564219655,0.931,0.303,0,"Monocytes","QKI"
0,3.06198607924251,0.744,0.117,0,"Monocytes","CEBPD"
0,2.70838081924266,0.749,0.122,0,"Monocytes","SYK"
0,4.04149237849411,0.682,0.058,0,"Monocytes","FGD4"
0,2.09269607875991,0.965,0.341,0,"Monocytes","AOAH"
0,1.75904707760668,0.824,0.203,0,"Monocytes","FCER1G"
0,2.89647671471964,0.98,0.366,0,"Monocytes","ARHGAP26"
0,2.59606572406084,0.806,0.193,0,"Monocytes","TET2"
0,5.5330950765634,0.637,0.025,0,"Monocytes","TREM1"
0,4.22162924126745,0.663,0.052,0,"Monocytes","AC020656.1"
0,3.53803496257608,0.684,0.074,0,"Monocytes","TMEM176B"
0,3.72610598672123,0.691,0.082,0,"Monocytes","STX11"
0,2.93062170816697,0.713,0.105,0,"Monocytes","CPVL"
0,2.50937673379206,0.739,0.131,0,"Monocytes","SERPINA1"
0,1.29477145163415,0.947,0.342,0,"Monocytes","HLA-DRA"
0,3.83667514937055,0.657,0.056,0,"Monocytes","CLEC12A"
0,1.67504023408897,0.858,0.26,0,"Monocytes","HLA-DRB1"
0,3.45087035633869,0.675,0.078,0,"Monocytes","GAS7"
0,2.21895904455598,0.779,0.182,0,"Monocytes","AIF1"
0,2.54181968476446,0.795,0.199,0,"Monocytes","APLP2"
0,5.31804797767438,0.639,0.043,0,"Monocytes","CXCL8"
0,2.07748208399429,0.742,0.146,0,"Monocytes","MEF2C"
0,3.28505590726483,0.678,0.083,0,"Monocytes","EMILIN2"
0,3.21730923437496,0.701,0.107,0,"Monocytes","NAIP"
0,2.9329501343042,0.717,0.123,0,"Monocytes","RNF130"
0,5.00738198403712,0.626,0.036,0,"Monocytes","NLRP3"
0,2.91797788755717,0.705,0.117,0,"Monocytes","MAML3"
0,2.47730233876844,0.81,0.223,0,"Monocytes","RGS2"
0,3.96846219722944,0.638,0.051,0,"Monocytes","MS4A6A"
0,3.50029968467415,0.66,0.079,0,"Monocytes","EVI5"
0,2.71985025137937,0.684,0.103,0,"Monocytes","SPI1"
0,2.87681389220264,0.69,0.11,0,"Monocytes","FGR"
0,4.00384131886632,0.992,0.417,0,"Monocytes","LYZ"
0,4.56151488995789,0.617,0.042,0,"Monocytes","TLR2"
0,2.57881941544171,0.822,0.248,0,"Monocytes","AC020916.1"
0,2.43686812205084,0.758,0.185,0,"Monocytes","C9orf72"
0,2.17885106096811,0.872,0.3,0,"Monocytes","VMP1"
0,4.95863335909781,0.604,0.032,0,"Monocytes","CREB5"
0,2.82231622601433,0.679,0.108,0,"Monocytes","GRK3"
0,4.0417687198078,0.623,0.052,0,"Monocytes","LRP1"
0,2.30880236771279,0.705,0.135,0,"Monocytes","MARCH1"
0,2.46837393274647,0.777,0.209,0,"Monocytes","CTSD"
0,3.32564682666097,0.651,0.085,0,"Monocytes","NCF2"
0,2.17308459520197,0.817,0.252,0,"Monocytes","DENND1A"
0,3.18418261100178,0.656,0.093,0,"Monocytes","KLF4"
0,2.10404638892912,0.889,0.326,0,"Monocytes","ATG7"
0,2.38287910790831,0.951,0.394,0,"Monocytes","CTSS"
0,3.29504040241494,0.626,0.069,0,"Monocytes","DOCK5"
0,2.66025889953933,0.736,0.18,0,"Monocytes","NCF1"
0,3.69724127748862,0.612,0.056,0,"Monocytes","C5AR1"
0,2.05485075670937,0.834,0.279,0,"Monocytes","FNDC3B"
0,4.31085650759686,0.598,0.043,0,"Monocytes","KIF13A"
0,3.20571852362756,0.641,0.087,0,"Monocytes","CPPED1"
0,2.67114858431859,0.976,0.423,0,"Monocytes","PSAP"
0,1.74529603121491,0.874,0.327,0,"Monocytes","MYO1F"
0,4.13597494782438,0.59,0.045,0,"Monocytes","CSF2RA"
0,4.02851468024542,0.599,0.054,0,"Monocytes","LRRK2"
0,2.53653774873498,0.701,0.156,0,"Monocytes","PLEK"
0,2.61588444137619,0.672,0.128,0,"Monocytes","ASAH1"
0,6.04381680219595,0.559,0.016,0,"Monocytes","FCAR"
0,1.9061364346426,0.778,0.242,0,"Monocytes","TNFRSF1B"
0,2.28896852731836,0.882,0.347,0,"Monocytes","JARID2"
0,3.59427645009754,0.596,0.062,0,"Monocytes","PRAM1"
0,2.39961833757418,0.787,0.255,0,"Monocytes","RRP12"
0,2.27640281239697,0.758,0.228,0,"Monocytes","FOXO3"
0,2.2618761367841,0.747,0.218,0,"Monocytes","RAB11FIP1"
0,2.17170297317378,0.707,0.178,0,"Monocytes","JAML"
0,2.43599530585499,0.728,0.202,0,"Monocytes","RILPL2"
0,2.21363760012728,0.687,0.161,0,"Monocytes","UBE2E2"
0,2.40345227396218,0.981,0.457,0,"Monocytes","SAT1"
0,3.15765942984559,0.615,0.092,0,"Monocytes","ATF3"
0,2.0898180945388,0.73,0.207,0,"Monocytes","NUMB"
0,2.85369604220193,0.606,0.083,0,"Monocytes","PILRA"
0,1.74502360552046,0.819,0.297,0,"Monocytes","LYST"
0,3.54982523895742,0.583,0.065,0,"Monocytes","SLC43A2"
0,2.27593769782515,0.734,0.217,0,"Monocytes","ATP2B1-AS1"
0,1.9487746851263,0.756,0.239,0,"Monocytes","SBF2"
0,2.32327843861102,0.694,0.177,0,"Monocytes","TOM1"
0,4.73101389585148,0.551,0.035,0,"Monocytes","WDFY3"
0,1.92793911849151,0.878,0.367,0,"Monocytes","SIPA1L1"
0,1.95957869550578,0.919,0.41,0,"Monocytes","ZSWIM6"
0,2.20013679924916,0.694,0.187,0,"Monocytes","MANBA"
0,1.89907178665091,0.593,0.087,0,"Monocytes","ARHGAP24"
0,2.05258343996467,0.641,0.135,0,"Monocytes","PECAM1"
0,4.70401109885605,0.543,0.038,0,"Monocytes","PID1"
0,1.85500522330134,0.821,0.316,0,"Monocytes","CUX1"
0,2.08130886407475,0.705,0.201,0,"Monocytes","CEBPB"
0,1.84556344606442,0.836,0.333,0,"Monocytes","MYO9B"
0,2.97313712769114,0.56,0.06,0,"Monocytes","LILRB2"
0,2.25777193406079,0.679,0.179,0,"Monocytes","TKT"
0,1.71456681149438,0.882,0.384,0,"Monocytes","SLCO3A1"
0,1.90020014593807,0.866,0.369,0,"Monocytes","RABGEF1"
0,3.05556980569031,0.59,0.093,0,"Monocytes","SLC49A4"
0,1.93113165606904,0.764,0.274,0,"Monocytes","TRPS1"
0,1.78115611874671,0.908,0.419,0,"Monocytes","PICALM"
0,2.6708565227704,0.575,0.087,0,"Monocytes","ITGAX"
0,1.74761415324741,0.759,0.272,0,"Monocytes","VSIR"
0,3.34736561712316,0.55,0.064,0,"Monocytes","CD68"
0,1.74231489401002,0.798,0.312,0,"Monocytes","DIAPH2"
0,1.9422051503584,0.884,0.398,0,"Monocytes","GPCPD1"
0,1.7982981076073,0.811,0.326,0,"Monocytes","SPIDR"
0,1.75979969310953,0.748,0.263,0,"Monocytes","PRKAG2"
0,1.74921403023682,0.756,0.272,0,"Monocytes","BACH1"
0,3.14706697825271,0.95,0.466,0,"Monocytes","S100A8"
0,2.16985923684562,0.641,0.159,0,"Monocytes","NOTCH2"
0,2.40914722160691,0.949,0.467,0,"Monocytes","ATP2B1"
0,1.6121758033815,0.846,0.365,0,"Monocytes","ETV6"
0,2.57223764716866,0.595,0.114,0,"Monocytes","FCGRT"
0,1.68769327077136,0.818,0.337,0,"Monocytes","AGTPBP1"
0,1.79751360884923,0.796,0.316,0,"Monocytes","ADAMTSL4-AS1"
0,2.60841270970989,0.572,0.092,0,"Monocytes","FGL2"
0,1.77624619501416,0.751,0.278,0,"Monocytes","SCLT1"
0,2.27858987922865,0.753,0.28,0,"Monocytes","SOD2"
0,1.59209324997435,0.777,0.306,0,"Monocytes","CMIP"
0,1.8185918187435,0.712,0.241,0,"Monocytes","H2AFY"
0,2.16457476619441,0.638,0.169,0,"Monocytes","BAZ2B"
0,3.76356304570773,0.523,0.055,0,"Monocytes","ARHGEF40"
0,3.54504508577485,0.523,0.057,0,"Monocytes","IER3"
0,3.24673805771755,0.528,0.066,0,"Monocytes","RXRA"
0,2.51082466089092,0.563,0.102,0,"Monocytes","CCDC88A"
0,1.37894231858353,0.852,0.391,0,"Monocytes","GNAQ"
0,5.08010157225535,0.484,0.024,0,"Monocytes","DOCK4"
0,2.99965610046336,0.559,0.1,0,"Monocytes","TMTC2"
0,2.77159558177622,0.543,0.085,0,"Monocytes","CFP"
0,2.84886031309812,0.557,0.1,0,"Monocytes","MEGF9"
0,3.57381550756119,0.507,0.052,0,"Monocytes","TGFBI"
0,2.8719911144381,0.551,0.098,0,"Monocytes","RIPK2"
0,2.48907331852676,0.592,0.141,0,"Monocytes","MXD1"
0,2.37465528381592,0.588,0.138,0,"Monocytes","CTSB"
0,1.67415164085349,0.721,0.271,0,"Monocytes","RASGEF1B"
0,1.2994330127453,0.646,0.197,0,"Monocytes","HLA-DRB5"
0,5.13700974961644,0.47,0.022,0,"Monocytes","OLR1"
0,2.01203239939002,0.615,0.168,0,"Monocytes","PELI2"
0,2.57198352731299,0.553,0.109,0,"Monocytes","AP1S2"
0,3.28796376120424,0.51,0.067,0,"Monocytes","ENTPD1"
0,1.39538287211831,0.658,0.22,0,"Monocytes","FRY"
0,2.97901266303381,0.511,0.074,0,"Monocytes","PHACTR1"
0,1.62759480824396,0.772,0.337,0,"Monocytes","NFKBIZ"
0,2.21840843833356,0.566,0.133,0,"Monocytes","DENND5A"
0,2.55053569442131,0.502,0.07,0,"Monocytes","CFD"
0,1.44982471830022,0.849,0.418,0,"Monocytes","ITGB2"
0,3.23013149125031,0.488,0.059,0,"Monocytes","CPNE8"
0,1.9558777492336,0.604,0.179,0,"Monocytes","FBXL5"
0,1.53363905880799,0.566,0.141,0,"Monocytes","LST1"
0,4.58054672015178,0.454,0.03,0,"Monocytes","RIN2"
0,2.14677902130291,0.554,0.133,0,"Monocytes","SKAP2"
0,2.2870827751159,0.534,0.114,0,"Monocytes","HDAC9"
0,3.25316310809196,0.477,0.061,0,"Monocytes","ZFHX3"
0,1.43654182361993,0.89,0.476,0,"Monocytes","CD55"
0,1.97235415699999,0.727,0.313,0,"Monocytes","PDE4B"
0,2.36869832255925,0.525,0.112,0,"Monocytes","THEMIS2"
0,2.23241470620015,0.516,0.103,0,"Monocytes","WARS"
0,4.34113894652622,0.444,0.032,0,"Monocytes","TMEM170B"
0,3.82140926056034,0.452,0.042,0,"Monocytes","LINC00877"
0,2.16079547872013,0.531,0.122,0,"Monocytes","ARAP1"
0,2.5433406486389,0.506,0.097,0,"Monocytes","RNF24"
0,5.75441720034809,0.421,0.013,0,"Monocytes","GLT1D1"
0,2.93470125665399,0.47,0.064,0,"Monocytes","CD86"
0,2.30804416704431,0.498,0.094,0,"Monocytes","ALOX5"
0,1.3736030855266,0.882,0.478,0,"Monocytes","LAPTM5"
0,3.21398819801434,0.456,0.053,0,"Monocytes","TNS3"
0,2.78395949859279,0.474,0.072,0,"Monocytes","MICAL2"
0,3.81800937824642,0.438,0.037,0,"Monocytes","FPR1"
0,3.33462902135399,0.455,0.058,0,"Monocytes","PLSCR1"
0,3.60421465094975,0.441,0.047,0,"Monocytes","PLBD1"
0,3.46318929482648,0.442,0.052,0,"Monocytes","FRMD4B"
0,1.66080267709017,0.874,0.484,0,"Monocytes","NFKBIA"
0,3.03808526872035,0.452,0.063,0,"Monocytes","TIMP2"
0,2.94358119716236,0.456,0.069,0,"Monocytes","TNFSF13B"
0,3.93148301684631,0.42,0.034,0,"Monocytes","NFAM1"
0,3.6845415553956,0.424,0.04,0,"Monocytes","RASSF4"
0,3.40257857821559,0.433,0.049,0,"Monocytes","SESTD1"
0,4.09525927239566,0.411,0.028,0,"Monocytes","CLMN"
0,1.07834577802239,0.981,0.599,0,"Monocytes","CD74"
0,1.34453679981028,0.912,0.531,0,"Monocytes","MED13L"
0,3.22957361211806,0.975,0.594,0,"Monocytes","S100A9"
0,2.31687512668117,0.471,0.091,0,"Monocytes","CTBP2"
0,3.05945221783651,0.435,0.06,0,"Monocytes","STK3"
0,2.36912195716107,0.997,0.623,0,"Monocytes","NEAT1"
0,6.48778097124402,0.381,0.007,0,"Monocytes","VCAN-AS1"
0,3.35919626953326,0.422,0.049,0,"Monocytes","PLAGL1"
0,5.39735827989808,0.383,0.011,0,"Monocytes","CLEC4E"
0,3.39276328456249,0.418,0.046,0,"Monocytes","LILRB3"
0,2.88225337864633,0.463,0.092,0,"Monocytes","ABHD5"
0,2.92202999231764,0.426,0.061,0,"Monocytes","PGD"
0,4.19147115096309,0.394,0.031,0,"Monocytes","S100Z"
0,4.07741971159824,0.389,0.03,0,"Monocytes","RTN1"
0,4.39732544040331,0.383,0.025,0,"Monocytes","CD300E"
0,5.20385929658665,0.367,0.012,0,"Monocytes","LINC00937"
0,3.22394213618291,0.416,0.064,0,"Monocytes","BASP1"
0,3.31477576250202,0.398,0.047,0,"Monocytes","EPB41L3"
0,3.28278851880717,0.397,0.046,0,"Monocytes","S100A12"
0,3.61844464674594,0.39,0.041,0,"Monocytes","ADGRE2"
0,3.19606254184084,0.398,0.049,0,"Monocytes","CHST15"
0,5.21057141153836,0.362,0.014,0,"Monocytes","LUCAT1"
0,3.21259681554942,0.388,0.046,0,"Monocytes","ALDH2"
0,3.12457598060659,0.387,0.048,0,"Monocytes","NFIL3"
0,3.88273729565502,0.367,0.028,0,"Monocytes","SLC22A15"
0,3.63795036551378,0.372,0.034,0,"Monocytes","HK3"
0,2.93088308264789,0.38,0.045,0,"Monocytes","ITGAM"
0,1.58953120461945,0.928,0.595,0,"Monocytes","FTL"
0,3.30453153262844,0.379,0.048,0,"Monocytes","CCDC200"
0,2.08259291210482,0.992,0.665,0,"Monocytes","DPYD"
0,1.26795354074789,0.95,0.625,0,"Monocytes","LRRFIP1"
0,3.43682678842222,0.352,0.03,0,"Monocytes","TFEC"
0,4.74898459670451,0.34,0.021,0,"Monocytes","SLC24A4"
0,1.41264134133483,0.964,0.651,0,"Monocytes","VIM"
0,4.44898253662692,0.329,0.02,0,"Monocytes","PTAFR"
0,5.48231174521607,0.323,0.016,0,"Monocytes","EREG"
0,3.93478655900789,0.335,0.029,0,"Monocytes","DGKG"
0,4.02308274866463,0.323,0.022,0,"Monocytes","SLC2A9"
0,4.9808704430448,0.308,0.014,0,"Monocytes","PADI4"
0,1.32090287858037,0.929,0.637,0,"Monocytes","S100A6"
0,5.35212744666895,0.295,0.011,0,"Monocytes","THBS1"
0,6.07522541459022,0.278,0.007,0,"Monocytes","AQP9"
0,1.54205012034588,0.992,0.773,0,"Monocytes","SRGN"
0,1.80038839959318,0.995,0.785,0,"Monocytes","FTH1"
0,1.38631676318655,0.995,0.822,0,"Monocytes","MTRNR2L12"
0,0.802181767186678,1,0.993,0,"Monocytes","MT-ND1"
0,0.706558494050204,1,1,0,"Monocytes","MT-CO1"
1.48219693752374e-323,4.01220456700059,0.312,0.023,5.42498901103064e-319,"Monocytes","ASGR1"
2.47032822920623e-323,1.32911845755607,0.77,0.323,9.04164835171773e-319,"Monocytes","COTL1"
5.82997462092671e-322,3.18708554822869,0.373,0.046,2.13382901100538e-317,"Monocytes","PLXNB2"
7.55920438137107e-322,1.28852627004712,0.859,0.468,2.76674439562563e-317,"Monocytes","MCL1"
1.89572988309286e-320,1.82632086341209,0.603,0.179,6.93856094510819e-316,"Monocytes","ARRB2"
5.09134648039405e-320,1.99928226371477,0.502,0.112,1.86348372528902e-315,"Monocytes","TRIO"
1.09537318076879e-318,1.06702865495702,0.933,0.624,4.00917537893186e-314,"Monocytes","ZFP36"
4.49371479387156e-317,1.91074846523337,0.603,0.183,1.64474455170493e-312,"Monocytes","TTC7A"
4.96503513957521e-317,1.38433906114766,0.765,0.328,1.81725251143592e-312,"Monocytes","S100A11"
5.13409872182716e-316,4.5876864077723,0.279,0.015,1.87913147317596e-311,"Monocytes","SIRPA"
2.39059385996729e-315,2.54431310160132,0.449,0.084,8.74981258686626e-311,"Monocytes","ACER3"
2.21773834216394e-314,4.31680775443971,0.292,0.019,8.11714410615422e-310,"Monocytes","RAB20"
1.12722093723232e-312,0.545938720747964,1,0.998,4.12574135236401e-308,"Monocytes","MT-ND4"
5.4114542872307e-312,2.40221979508416,0.478,0.102,1.98064638366931e-307,"Monocytes","SLC16A3"
8.71901186821549e-312,1.57585501255983,0.724,0.294,3.19124553388555e-307,"Monocytes","DLEU2"
4.05187370060113e-311,2.56881084277924,0.436,0.078,1.48302629315702e-306,"Monocytes","CTSZ"
6.10154642165683e-311,1.58527111452935,0.731,0.305,2.23322700579062e-306,"Monocytes","NEDD9"
3.28222100463748e-310,2.98116219871525,0.388,0.056,1.20132570990736e-305,"Monocytes","FCGR2A"
4.11222429658918e-310,4.51433061538773,0.278,0.015,1.5051152147946e-305,"Monocytes","CDA"
8.27700397997679e-310,4.88240235304503,0.272,0.015,3.0294662267113e-305,"Monocytes","NLRP12"
1.10446868399402e-309,4.12989674478236,0.299,0.023,4.0424658302865e-305,"Monocytes","OSCAR"
1.6223261340796e-309,2.01628097099268,0.54,0.14,5.93787588334474e-305,"Monocytes","MTRNR2L8"
7.79850327351558e-309,2.71221743077901,0.388,0.056,2.85433018313944e-304,"Monocytes","ST6GALNAC3"
1.13025984826355e-307,2.80556448896273,0.404,0.064,4.13686407062941e-303,"Monocytes","RFX2"
3.83584824738636e-307,2.36023614410742,0.478,0.103,1.40395881702588e-302,"Monocytes","BCL2A1"
3.94789079867079e-307,1.95464387985551,0.583,0.175,1.44496751122149e-302,"Monocytes","TALDO1"
8.1915518978616e-307,3.2990896858216,0.345,0.038,2.99818991013632e-302,"Monocytes","TNFSF13"
2.61527079181316e-304,4.36060558351113,0.284,0.019,9.57215262511536e-300,"Monocytes","PYGL"
8.15470525579278e-304,1.03209264679877,0.941,0.623,2.98470367067271e-299,"Monocytes","PRKCB"
1.46152681642467e-301,1.54451094232644,0.743,0.323,5.34933430079595e-297,"Monocytes","HIF1A"
3.35193499675167e-301,2.10067272813389,0.537,0.144,1.22684172816108e-296,"Monocytes","AKIRIN2"
2.24892983743606e-300,4.93941625510343,0.26,0.012,8.23130809799974e-296,"Monocytes","DYSF"
1.20526185613605e-299,1.92323311214168,0.581,0.177,4.41137891964355e-295,"Monocytes","ADAM17"
1.89954081470545e-299,4.60439533185241,0.269,0.016,6.9525093359034e-295,"Monocytes","SIRPB2"
2.81070588742173e-299,4.72983685203456,0.262,0.014,1.02874646185523e-294,"Monocytes","ARHGEF10L"
6.45587557049428e-298,2.94698917526119,0.375,0.054,2.36291501755661e-293,"Monocytes","EEPD1"
5.05636325829958e-297,1.92575948024278,0.568,0.167,1.85067951617023e-292,"Monocytes","JAK2"
6.50007984639985e-297,2.44499260654365,0.441,0.087,2.37909422458081e-292,"Monocytes","PAK1"
1.14166106804407e-296,2.10867553455708,0.505,0.125,4.17859367514809e-292,"Monocytes","GLIPR2"
2.14977853242667e-293,4.37357118329385,0.273,0.017,7.86840440653486e-289,"Monocytes","TLR4"
2.79988792853693e-293,2.78075986159216,0.391,0.062,1.0247869807238e-288,"Monocytes","DUSP6"
1.06794280660862e-292,3.74565254280559,0.298,0.025,3.9087774664682e-288,"Monocytes","APOBEC3A"
2.480076114067e-292,3.65497195468676,0.306,0.028,9.07732658509661e-288,"Monocytes","TMEM176A"
3.44697973977099e-292,1.70249770321163,0.606,0.197,1.26162905455358e-287,"Monocytes","ADA2"
3.98898148910304e-292,2.10249375740473,0.519,0.136,1.4600071148266e-287,"Monocytes","IPMK"
1.28298092579288e-291,3.22419169229262,0.322,0.033,4.69583848649454e-287,"Monocytes","LGALS2"
1.35887327772935e-291,1.3214315981052,0.898,0.553,4.9736120838172e-287,"Monocytes","ANXA1"
1.42193579065021e-291,3.56238039398242,0.301,0.026,5.20442718735884e-287,"Monocytes","NRGN"
2.65942349851985e-291,2.49796171573657,0.422,0.079,9.73375594693251e-287,"Monocytes","SCPEP1"
5.20853031139454e-291,2.56348646486995,0.423,0.08,1.90637417927352e-286,"Monocytes","MARCKS"
9.02403853489437e-289,4.33459116058952,0.271,0.017,3.30288834415669e-284,"Monocytes","G0S2"
1.16338992012309e-287,1.42007923500301,0.676,0.257,4.25812344664252e-283,"Monocytes","RIN3"
4.94067152646455e-287,1.80196483619537,0.577,0.178,1.80833518540129e-282,"Monocytes","ATP11A"
6.06261501284557e-287,0.58196224279819,0.999,0.992,2.21897772085161e-282,"Monocytes","MT-ND2"
9.42844338122065e-286,2.87058969179542,0.378,0.06,3.45090456196057e-281,"Monocytes","GLUL"
2.93985803035249e-283,2.40958500889815,0.423,0.082,1.07601743768931e-278,"Monocytes","BLVRB"
3.09881692893344e-283,2.08070701821305,0.465,0.106,1.13419798415893e-278,"Monocytes","AC009093.2"
1.22874051198735e-282,1.03817155424087,0.941,0.648,4.4973131479249e-278,"Monocytes","SIK3"
8.54875153378527e-282,3.97717910727518,0.277,0.021,3.12892854888075e-277,"Monocytes","CD93"
5.04356557696879e-278,1.89572770874798,0.548,0.163,1.84599543682635e-273,"Monocytes","HIPK3"
8.7697493406123e-278,1.8790396015247,0.545,0.161,3.20981595615751e-273,"Monocytes","ATG16L2"
1.74140570667467e-277,1.04469184431411,0.912,0.589,6.37371902699996e-273,"Monocytes","USP15"
1.97158362170345e-276,3.71663245406092,0.293,0.027,7.21619321379682e-272,"Monocytes","AC084871.1"
1.30196752256293e-275,1.43125942084878,0.761,0.357,4.76533132933259e-271,"Monocytes","ASAP1"
4.1047557694412e-275,2.7306526680327,0.366,0.057,1.50238165917317e-270,"Monocytes","SPECC1"
6.49995053238098e-274,1.89909240398002,0.546,0.164,2.37904689435676e-269,"Monocytes","UBAP1"
1.93301970097663e-273,2.37632098909143,0.407,0.078,7.07504540754456e-269,"Monocytes","LY86"
2.36222887686657e-273,2.88628800768204,0.349,0.05,8.64599391221933e-269,"Monocytes","IL15"
4.47576862252053e-273,1.50247827121756,0.691,0.284,1.63817607352874e-268,"Monocytes","TANK"
5.46966671437346e-272,3.9820835004911,0.271,0.021,2.00195271412783e-267,"Monocytes","SHTN1"
1.49142024136826e-271,4.44512286018016,0.254,0.018,5.45874722543198e-267,"Monocytes","ST3GAL6"
2.51962937863492e-271,2.30720004807252,0.447,0.101,9.22209548874168e-267,"Monocytes","YBX3"
2.68102393717103e-271,1.83193844856452,0.536,0.157,9.8128157124397e-267,"Monocytes","ANXA5"
1.21815798140721e-270,1.05682652904057,0.915,0.619,4.45858002774853e-266,"Monocytes","JMJD1C"
1.92609626481569e-270,3.31031395525958,0.308,0.034,7.04970493885189e-266,"Monocytes","SLC15A3"
2.4274192473401e-270,0.712331754587918,0.99,0.957,8.8845971871895e-266,"Monocytes","ACTB"
2.74777127983843e-270,1.57344903782475,0.682,0.282,1.00571176613367e-265,"Monocytes","PTK2B"
9.98491007088402e-270,2.99688915358655,0.34,0.048,3.65457693504426e-265,"Monocytes","HMOX1"
8.05423030471611e-269,2.58299571857874,0.373,0.062,2.94792883382914e-264,"Monocytes","CSTA"
1.27469661263183e-268,1.0281912295253,0.905,0.577,4.66551707189375e-264,"Monocytes","DOCK2"
3.14608818347099e-267,3.12204639783455,0.324,0.041,1.15149973603222e-262,"Monocytes","TTYH3"
1.83742996155263e-266,1.68092283858935,0.697,0.319,6.72517740227878e-262,"Monocytes","CTNNB1"
1.92199548335928e-266,2.22939132243006,0.447,0.103,7.03469566864331e-262,"Monocytes","UBE2D1"
4.58026029198337e-266,2.85150627630399,0.335,0.046,1.67642106946883e-261,"Monocytes","LILRA5"
4.88223704071042e-266,1.16553943476358,0.872,0.527,1.78694757927042e-261,"Monocytes","CHST11"
8.26055487918327e-266,1.99819640773445,0.483,0.125,3.02344569132987e-261,"Monocytes","RASSF2"
3.50039515222511e-265,4.12178219465972,0.261,0.019,1.28117962966591e-260,"Monocytes","AL034397.3"
6.15901842921175e-265,2.3472765674544,0.416,0.086,2.25426233527579e-260,"Monocytes","ZNF710"
7.63647369935936e-265,1.85260097580364,0.53,0.157,2.79502573870252e-260,"Monocytes","LTA4H"
2.23834045233942e-264,2.62430805699696,0.355,0.055,8.19254988960753e-260,"Monocytes","IGSF6"
1.05154079847843e-263,2.12347615824381,0.449,0.106,3.84874447651089e-259,"Monocytes","SRGAP2"
1.13315779080463e-263,2.35192620834047,0.359,0.057,4.14747083012404e-259,"Monocytes","CCL3"
1.21819544642975e-262,3.06992395807452,0.327,0.045,4.45871715347752e-258,"Monocytes","GK"
1.74587002952938e-262,1.21718135862739,0.798,0.409,6.39005889508048e-258,"Monocytes","ACAP2"
5.35925867182795e-262,1.74775641464244,0.441,0.106,1.96154226647575e-257,"Monocytes","HLA-DMB"
1.57267922991171e-261,3.12372643321447,0.318,0.041,5.75616324939984e-257,"Monocytes","RGS18"
1.10032135614179e-260,0.970094815089774,0.938,0.668,4.02728619561458e-256,"Monocytes","DOCK8"
2.42876244516677e-260,1.40138223531599,0.582,0.199,8.88951342555489e-256,"Monocytes","EFHD2"
3.62221470389038e-257,3.26002728646754,0.314,0.041,1.32576680377092e-252,"Monocytes","ICAM1"
